Game_ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Weighted
4585,Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0.00,0.06,0.44,64.00,41.00,8.50,19,Saffire,T,1154.56
13916,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0.00,0.00,0.26,0.00,0.26,74.00,60.00,8.40,89,Crispy's,T,1154.4
2897,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.10,0.74,0.03,1.00,72.00,16.00,9.30,54,Omega Force,T,1152
11626,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0.00,0.22,2.28,72.00,7.00,7.20,6,TT Fusion,E10+,1149.12
2909,Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.20,0.15,0.06,0.05,0.46,83.00,30.00,8.40,14,Tecmo,T,1145.4
11705,TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0.00,0.05,0.42,58.00,47.00,6.20,28,Propaganda Games,T,1144.92
2398,Star Wars: Obi-Wan,XB,2001,Action,Activision,0.52,0.16,0.00,0.02,0.70,58.00,28.00,5.90,14,LucasArts,T,1136.8
13898,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.00,0.03,0.37,73.00,42.00,7.40,109,5TH Cell,E10+,1134.42
15117,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.00,60.00,6.90,310,Airtight Games,M,1132.8
3774,Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0.00,0.06,0.43,73.00,36.00,8.60,53,SCEE,M,1130.04
7513,Def Jam Icon,X360,2007,Action,Electronic Arts,0.30,0.01,0.00,0.03,0.34,69.00,48.00,6.30,108,EA Chicago,M,1126.08
13889,Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.40,71.00,39.00,7.40,169,CyberConnect2,T,1107.6
14577,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.00,0.02,0.19,82.00,71.00,8.60,2654,4A Games,M,1106.18
6336,Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.00,46.00,7.40,33,Konami,E,1104
8801,Iron Man,X360,2008,Action,Sega,0.27,0.24,0.00,0.06,0.57,45.00,43.00,5.90,52,Secret Level,T,1102.95
13921,Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,0.10,0.01,0.10,0.04,0.24,82.00,56.00,8.80,237,Falcom,T,1102.08
13032,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.10,0.06,0.01,0.02,0.19,76.00,76.00,8.40,139,Grasshopper Manufacture,M,1097.44
14557,Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.00,44.00,8.00,136,Omega Force,T,1093.4
10361,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.00,0.02,0.24,65.00,70.00,6.20,57,"Namco Bandai Games America, Namco Bandai Games",M,1092
7494,Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0.00,0.08,0.42,68.00,38.00,4.40,40,EA Chicago,M,1085.28
7488,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.05,0.00,0.04,0.46,69.00,34.00,7.20,28,EA Games,E10+,1079.16
13885,Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58.00,43.00,5.00,152,Team Ninja,M,1072.42
14542,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.10,0.34,0.05,0.60,68.00,26.00,8.50,75,Omega Force,T,1060.8
13886,Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77.00,32.00,8.40,93,"Capcom, Pipeworks Software, Inc.",M,1059.52
2014,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0.06,0.83,75.00,17.00,8.80,24,Omega Force,T,1058.25
3750,Teenage Mutant Ninja Turtles,GBA,2003,Action,Unknown,0.67,0.25,0.00,0.02,0.93,71.00,16.00,8.80,8,Konami,E,1056.48
13908,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.11,0.00,0.05,0.29,70.00,52.00,7.30,57,The Workshop,E10+,1055.6
13874,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.00,0.04,0.51,59.00,35.00,5.50,22,Blitz Games Studios,E,1053.15
5403,Shadow of Rome,PS2,2005,Action,Capcom,0.13,0.10,0.00,0.03,0.27,75.00,52.00,8.30,62,Capcom,M,1053
5372,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0.00,0.06,0.43,68.00,36.00,8.40,17,Traveller's Tales,T,1052.64
15647,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0.00,0.08,0.52,61.00,33.00,3.70,78,EA Tiburon,E,1046.76
11680,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.00,0.09,0.55,86.00,22.00,6.90,1611,Ubisoft Montreal,M,1040.6
11723,Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0.00,0.05,0.35,59.00,50.00,6.00,36,Airtight Games,T,1032.5
7433,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0.00,1.13,1.51,68.00,10.00,8.20,27,Electronic Arts,T,1026.8
5382,Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0.00,0.01,0.37,76.00,36.00,7.20,21,Treyarch,T,1012.32
6323,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.10,0.00,0.02,0.44,85.00,27.00,8.60,15,Traveller's Tales,E10+,1009.8
3761,Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.00,30.00,5.10,38,"Valuewave Co.,Ltd.",E,1009.2
7471,TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0.00,0.05,0.56,58.00,31.00,6.30,32,Ubisoft Montreal,E10+,1006.88
12980,El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,78.00,46.00,7.50,40,Ignition Entertainment,T,1004.64
13879,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.18,0.00,0.08,0.47,59.00,36.00,4.30,24,Blitz Games Studios,E,998.28
7504,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.22,0.00,0.05,0.39,77.00,33.00,8.30,39,Crystal Dynamics,T,990.99
14549,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.00,0.10,0.42,61.00,38.00,6.80,106,Armature Studio,T,973.56
3788,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.00,0.01,0.32,92.00,33.00,8.40,41,Ubisoft,T,971.52
6334,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.00,51.00,7.30,58,K2 LLC,M,971.04
2401,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0.00,0.07,0.55,80.00,22.00,8.50,35,Crystal Dynamics,M,968
10325,Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0.00,0.06,0.32,72.00,42.00,7.60,24,Triumph Studios,T,967.68
7454,Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0.00,0.15,0.73,55.00,24.00,6.90,19,Eurocom Entertainment Software,T,963.6
13892,Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0.00,0.06,0.39,77.00,32.00,8.20,87,High Moon Studios,T,960.96
2900,The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,0.45,0.24,0.00,0.03,0.71,79.00,17.00,8.10,18,Stormfront Studios,T,953.53
8837,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.17,0.00,0.07,0.38,65.00,38.00,7.40,32,Creative Assembly,M,938.6
6328,X-Men: The Official Game,PS2,2006,Action,Activision,0.20,0.16,0.00,0.05,0.41,52.00,44.00,7.50,20,"Z-Axis, Ltd.",T,938.08
12886,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.60,0.00,0.15,1.76,76.00,7.00,7.70,10,Traveller's Tales,E10+,936.32
7548,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.00,0.02,0.25,85.00,44.00,8.20,44,EA Canada,E10+,935
12984,Dead Rising 2: Off the Record,X360,2011,Action,Capcom,0.17,0.08,0.00,0.02,0.27,72.00,48.00,7.50,60,Capcom Vancouver,M,933.12
10329,Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0.00,0.03,0.29,73.00,44.00,8.40,38,Io Interactive,E10+,931.48
14541,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.19,0.07,0.09,0.60,62.00,25.00,5.90,140,Techland,M,930
3755,Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72.00,15.00,9.10,39,Omega Force,T,928.8
13922,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71.00,54.00,6.50,131,CyberConnect2,T,920.16
6308,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.00,26.00,8.80,13,Omega Force,T,919.88
10313,Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.14,0.15,0.00,0.06,0.34,73.00,37.00,8.70,62,Io Interactive,E10+,918.34
11730,TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0.00,0.02,0.31,58.00,51.00,6.00,41,Propaganda Games,T,916.98
6349,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.00,0.02,0.25,70.00,52.00,7.50,48,Relic,M,910
13878,FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0.00,0.04,0.47,69.00,28.00,6.20,49,Electronic Arts,E,908.04
5412,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.00,0.01,0.23,84.00,47.00,8.00,22,Radical Entertainment,T,908.04
8880,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.00,52.00,7.80,36,Team Ninja,T,906.36
6309,Jaws Unleashed,PS2,2006,Action,THQ,0.50,0.02,0.00,0.08,0.60,52.00,29.00,7.50,39,Appaloosa Interactive,M,904.8
7520,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.01,0.00,0.03,0.33,78.00,35.00,8.60,84,Ubisoft Montreal,T,900.9
5393,Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0.00,0.01,0.31,78.00,37.00,6.60,19,Midway Studios - Los Angeles,M,894.66
8815,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.00,0.09,0.51,76.00,23.00,7.30,18,"Luxoflux, Inc.",E10+,891.48
7534,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0.00,0.02,0.29,60.00,51.00,6.30,26,Next Level Games,E10+,887.4
15681,Transformers: Devastation,PS4,2015,Action,Activision,0.10,0.09,0.00,0.04,0.23,77.00,50.00,7.50,160,PlatinumGames,T,885.5
8858,Siren: Blood Curse,PS3,2008,Action,Sony Computer Entertainment,0.00,0.17,0.09,0.01,0.27,78.00,42.00,8.10,87,SCE Japan Studio,M,884.52
5420,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.10,0.08,0.00,0.03,0.21,78.00,54.00,8.30,23,Crystal Dynamics,T,884.52
5392,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0.00,0.01,0.31,73.00,39.00,7.30,20,Shiny Entertainment,T,882.57
5374,Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,70.00,30.00,7.50,46,Konami,M,882
2404,Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.20,0.00,0.07,0.53,69.00,24.00,7.80,22,Rockstar Toronto,T,877.68
11710,Naughty Bear,X360,2010,Action,505 Games,0.21,0.15,0.00,0.04,0.40,43.00,51.00,5.60,70,Artificial Mind and Movement,T,877.2
12979,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0.00,0.03,0.28,59.00,53.00,6.70,30,High Moon Studios,T,875.56
10310,SAW,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0.00,0.06,0.36,59.00,41.00,6.40,28,Zombie Studios,M,870.84
2394,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.00,8.00,7.10,7,Griptonite Games,E,865.28
6319,Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.09,0.24,0.00,0.12,0.46,67.00,28.00,7.90,30,Buzz Monkey,T,862.96
11707,Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70.00,30.00,6.80,19,Ubisoft,T,861
4604,Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0.00,0.04,0.28,90.00,34.00,8.50,35,Clover Studio,T,856.8
4569,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.00,0.01,0.57,60.00,25.00,7.00,12,Vicarious Visions,E,855
14559,Remember Me,PS3,2013,Action,Capcom,0.10,0.17,0.00,0.06,0.32,72.00,37.00,7.40,424,DONTNOD Entertainment,M,852.48
7457,Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.00,0.26,0.17,0.69,65.00,19.00,7.50,27,Kojima Productions,T,852.15
4630,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0.00,0.01,0.17,82.00,61.00,7.30,12,Ion Storm,M,850.34
10324,Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0.00,0.28,0.00,0.05,0.32,91.00,29.00,8.70,1736,Rocksteady Studios,T,844.48
2919,Hunter: The Reckoning,XB,2002,Action,Interplay,0.28,0.08,0.00,0.01,0.38,79.00,28.00,8.90,20,High Voltage Software,M,840.56
5414,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.00,0.03,0.23,74.00,49.00,8.30,19,Game Republic,M,833.98
16228,Mafia III,XOne,2016,Action,Take-Two Interactive,0.28,0.29,0.00,0.05,0.62,67.00,20.00,4.60,274,Hangar 13,M,830.8
2907,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.10,0.25,0.03,0.51,74.00,22.00,8.20,19,Acquire,M,830.28
7518,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.29,0.02,0.00,0.03,0.34,58.00,42.00,5.30,21,Eurocom Entertainment Software,T,828.24
8766,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.00,0.11,1.03,67.00,12.00,7.00,8,TT Fusion,E10+,828.12
13906,Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0.00,0.02,0.32,68.00,38.00,7.30,269,Konami,M,826.88
4551,Spider-Man 2,GBA,2004,Action,Activision,0.76,0.28,0.00,0.02,1.06,65.00,12.00,7.70,6,Digital Eclipse,E,826.8
7470,Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.00,0.07,0.56,67.00,22.00,7.80,53,Rockstar London,M,825.44
4573,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.00,0.30,0.02,0.51,62.00,26.00,7.30,24,Koei,T,822.12
7517,Conan,PS3,2007,Action,THQ,0.13,0.15,0.00,0.05,0.34,69.00,35.00,7.20,40,Nihilistic,M,821.1
5378,From Russia With Love,PS2,2005,Action,Electronic Arts,0.34,0.01,0.00,0.06,0.41,69.00,29.00,7.60,36,EA Redwood Shores,T,820.41
10273,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.03,0.02,0.38,0.02,0.45,65.00,28.00,6.80,10,Omega Force,T,819
7486,Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60.00,29.00,6.90,16,"Koei, Omega Force",T,817.8
5385,NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0.00,0.01,0.36,84.00,27.00,8.70,15,Visual Concepts,E,816.48
3770,Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0.00,0.06,0.44,56.00,33.00,7.40,21,Point of View,M,813.12
12913,PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,0.26,0.19,0.27,0.04,0.75,60.00,18.00,7.00,27,Creatures Inc.,E,810
8819,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0.00,0.09,0.50,54.00,30.00,6.90,28,Ubisoft Montreal,T,810
4614,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.00,0.01,0.21,70.00,55.00,7.00,6,K2 LLC,M,808.5
15113,Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.00,0.04,0.43,74.00,25.00,7.10,36,TT Games,E10+,795.5
12956,Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.18,0.00,0.06,0.34,57.00,41.00,5.60,27,High Moon Studios,T,794.58
13008,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0.00,0.02,0.22,61.00,59.00,6.00,116,InXile Entertainment,M,791.78
3776,Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0.00,0.06,0.43,68.00,27.00,8.80,16,High Voltage Software,M,789.48
7542,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0.00,0.02,0.27,81.00,36.00,7.80,21,"Rockstar Toronto, Rockstar Leeds",M,787.32
13904,Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.00,33.00,8.20,179,Sega,M,784.08
8754,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.00,0.52,1.27,77.00,8.00,8.90,17,Traveller's Tales,E10+,782.32
15636,LEGO Jurassic World,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0.00,0.06,0.65,70.00,17.00,6.70,44,TT Games,E10+,773.5
13900,Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0.00,0.03,0.35,85.00,26.00,7.10,216,Ubisoft Quebec,M,773.5
14550,Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.00,23.00,8.20,508,4A Games,,772.8
10251,Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.00,0.05,0.64,67.00,18.00,8.20,10,Epicenter Studios,E10+,771.84
8780,Iron Man,PS3,2008,Action,Sega,0.32,0.25,0.00,0.11,0.68,42.00,27.00,6.20,45,Secret Level,T,771.12
5404,Fantastic 4,XB,2005,Action,Activision,0.20,0.06,0.00,0.01,0.27,62.00,46.00,6.60,8,7 Studios,T,770.04
2905,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.00,17.00,9.00,126,KCEJ,M,769.08
8861,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.20,0.04,0.00,0.02,0.26,67.00,44.00,7.90,34,"Treyarch, Shaba Games",T,766.48
5419,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.00,0.01,0.21,65.00,56.00,7.10,21,Eurocom Entertainment Software,T,764.4
10321,Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.12,0.00,0.05,0.33,66.00,35.00,7.10,17,EA Bright Light,E10+,762.3
6344,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.00,41.00,8.40,36,Capcom,M,756.86
8760,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.40,0.00,0.24,1.08,70.00,10.00,8.10,49,Krome Studios,T,756
7528,Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.30,60.00,42.00,7.40,22,Omega Force,T,756
10308,Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.11,0.22,0.00,0.04,0.37,68.00,30.00,7.90,15,Climax Group,T,754.8
10326,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.11,0.00,0.03,0.31,64.00,38.00,6.80,11,EA Bright Light,E10+,753.92
7531,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.03,0.00,0.02,0.29,68.00,38.00,6.80,20,EA Games,E10+,749.36
4610,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.00,0.01,0.22,77.00,44.00,8.80,23,Surreal Software,M,745.36
2901,Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0.00,0.02,0.69,77.00,14.00,8.30,27,Eurocom Entertainment Software,E,743.82
14546,Deadpool,PS3,2013,Action,Activision,0.23,0.14,0.00,0.08,0.45,61.00,27.00,7.20,221,High Moon Studios,M,741.15
13907,Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.15,0.10,0.03,0.04,0.32,70.00,33.00,4.80,136,Hijinx Studios,M,739.2
4612,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.00,0.01,0.22,86.00,39.00,8.30,19,Clover Studio,T,737.88
12921,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.00,0.04,0.57,0.01,0.62,70.00,17.00,7.90,35,Omega Force,T,737.8
14583,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.00,0.02,0.19,86.00,45.00,7.40,1543,Volition Inc.,M,735.3
5402,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0.00,0.01,0.28,60.00,43.00,7.80,17,Exakt,M,722.4
2903,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.00,0.03,0.53,59.00,23.00,6.60,10,WXP,T,719.21
4568,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.00,0.01,0.61,62.00,19.00,8.90,39,Webfoot Technologies,E,718.58
11696,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.20,0.00,0.04,0.45,38.00,42.00,5.00,46,EA Bright Light,T,718.2
5352,Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.00,22.00,9.10,26,Omega Force,T,714.78
12964,Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.10,0.03,0.32,72.00,31.00,7.10,35,Capcom Vancouver,M,714.24
12949,Samurai Warriors Chronicles,3DS,2011,Action,Tecmo Koei,0.12,0.05,0.20,0.01,0.39,61.00,30.00,7.70,35,Omega Force,T,713.7
10369,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.00,0.02,0.22,72.00,45.00,8.80,36,Rainbow Studios,T,712.8
15632,Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,0.75,95.00,10.00,7.30,900,"Kojima Productions, Moby Dick Studio",M,712.5
12991,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.00,0.02,0.25,57.00,50.00,6.80,33,Beenox,T,712.5
8758,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.40,0.48,0.00,0.29,1.17,76.00,8.00,7.60,11,Traveller's Tales,E10+,711.36
8798,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.00,0.07,0.58,68.00,18.00,5.70,29,Pam Development,E,709.92
16266,ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0.00,0.01,0.15,63.00,75.00,6.60,445,"Armature Studio, comcept",T,708.75
12920,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0.00,0.06,0.62,71.00,16.00,7.30,20,Traveller's Tales,E10+,704.32
5361,Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0.00,0.06,0.50,67.00,21.00,9.00,26,Shaba Games,E10+,703.5
12951,Saints Row: The Third,PC,2011,Action,THQ,0.16,0.16,0.00,0.06,0.38,84.00,22.00,8.10,1263,Volition Inc.,M,702.24
15063,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.00,0.11,1.27,69.00,8.00,7.20,26,TT Games,E10+,701.04
12981,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.11,0.00,0.04,0.28,61.00,41.00,6.50,17,Zindagi Games,E10+,700.28
2402,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67.00,19.00,7.80,19,Deep Space,M,700.15
7500,300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.00,0.07,0.41,55.00,31.00,7.10,14,Collision Studios,M,699.05
15156,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.20,63.00,55.00,7.80,528,Mercury Steam,M,693
11744,Deadly Premonition,X360,2010,Action,Rising Star Games,0.18,0.06,0.00,0.02,0.26,68.00,39.00,8.20,332,Access Games,M,689.52
12901,Disney Universe,Wii,2011,Action,Disney Interactive Studios,0.64,0.28,0.00,0.10,1.02,61.00,11.00,6.00,5,Eurocom Entertainment Software,E10+,684.42
5340,Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0.00,0.01,0.72,73.00,13.00,7.50,12,Ubisoft,E10+,683.28
10377,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.00,0.03,0.20,65.00,52.00,6.10,27,"Namco Bandai Games America, Namco Bandai Games",M,676
15129,NES Remix,WiiU,2014,Action,Nintendo,0.17,0.00,0.08,0.02,0.28,71.00,34.00,7.10,133,Indies Zero,E,675.92
2918,Headhunter,PS2,2002,Action,Sega,0.19,0.15,0.00,0.05,0.38,74.00,24.00,7.80,19,Amuze,M,674.88
7448,Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55.00,14.00,8.20,16,Omega Force,T,669.9
2947,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.00,36.00,8.20,102,Smilebit,T,665.28
6310,Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0.00,0.07,0.58,52.00,22.00,6.90,17,Cavia Inc.,T,663.52
3789,Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0.00,0.04,0.30,65.00,34.00,8.20,58,Capcom,T,663
13937,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.10,0.05,0.00,0.04,0.20,58.00,57.00,5.10,102,WayForward,M,661.2
4600,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0.00,0.00,0.32,0.00,0.32,71.00,29.00,8.80,19,Omega Force,T,658.88
